0,11497200,7525440,0,0,0,0,0,11497200,0,0,0,0,0,0,0,0,0,1254240,0,0,0,0,0,1254240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5016960,0,0,0,0,5016960,7525440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11497200,0,0,6898320,0,11497200,0,0,0,0,0,0,0,0,0,0,0,0,3553680,0,0,0,3344640,0,0,0,0,0,0,0,0,0,0,0,0,0,6898320,0,0,3553680,3344640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7525440,0,0,10452000,7525440,0,0,0,0,0,0,0,2508480,0,6898320,2090400,0,0,0,0,0,0,0,1672320,0,0,0,0,0,0,2090400,0,10452000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6898320,0,0,0,1672320,0,0,0,0,0,0,0,0,0,2508480
0,6898320,10452000,0,0,0,6898320,0,10452000,0,0,0,0,0,0,0,0,0,0,2508480,0,6062160,0,2508480,0,0,2508480,0,0,0,0,2090400,0,0,0,0,0,6062160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2090400,0,0,0,0,0,2508480
0,0,7525440,0,0,0,9406800,7525440,0,0,0,0,0,1254240,0,0,0,0,0,0,1672320,3971760,0,0,0,0,0,0,0,0,1672320,0,1254240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9406800,0,0,0,0,0,0,0,0,0,0,0,3971760
0,11497200,0,0,0,0,2717520,0,6062160,11497200,0,0,2717520,0,0,0,0,0,0,0,5016960,0,2299440,0,0,0,0,0,0,3135600,0,0,0,6062160,2299440,0,0,0,0,0,0,0,0,3135600,0,0,0,0,0,0,0,0,5016960,0,0,0,0,0,0,0,0,0,0,0
0,0,0,6898320,9406800,2717520,0,0,0,0,6898320,2299440,9406800,0,0,0,0,0,0,0,4389840,0,0,0,0,0,5435040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2299440,0,0,0,0,0,0,0,0,0,0,0,2717520,0,0,9824880,0,0,0,0,0,0,0
0,0,0,0,7525440,0,0,0,0,1672320,8570640,0,0,9824880,15050880,0,0,0,0,0,0,0,0,7525440,1672320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8570640,0,0,0,0,0,0,0,0,1254240,0,0,0,0,0,0,0,0,0,0,8570640,0,0,0
11497200,0,0,10452000,0,6062160,0,0,0,0,0,0,6062160,10452000,0,0,0,0,0,0,0,0,0,0,11497200,0,0,0,0,0,0,0,1254240,0,0,0,4389840,0,0,0,0,0,1254240,0,0,0,0,0,2090400,0,0,0,0,0,4389840,0,0,0,0,2090400,0,0,0,0
0,0,0,0,0,11497200,0,1672320,0,0,0,11497200,0,5435040,0,0,0,0,0,5435040,0,9406800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3971760,0,2508480,0,0,0,0,0,0,0,9406800,0,0,0,0,2508480,1672320,0,0,0,0,3971760,0
